label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.7849344611167908,0.5179696083068848,-6.132171961326094e-07,0.7102869749069214,0.470401793718338,-0.019779711961746216,0.6605252623558044,0.3716031610965729,-0.026072701439261436,0.64104163646698,0.2858889698982239,-0.03423379361629486,0.6285324692726135,0.21679724752902985,-0.038527801632881165,0.6913241744041443,0.309467613697052,0.004321710206568241,0.6829931139945984,0.2516084313392639,-0.029866287484765053,0.6984694600105286,0.3209588825702667,-0.05129862576723099,0.7091664671897888,0.38334736227989197,-0.05888436362147331,0.7374150156974792,0.30796781182289124,0.0014050068566575646,0.7290308475494385,0.2547842562198639,-0.03882326930761337,0.7381879091262817,0.34013646841049194,-0.05283377692103386,0.7445504069328308,0.4111124873161316,-0.05068541318178177,0.7811238765716553,0.31539738178253174,-0.007227232214063406,0.7744698524475098,0.27560901641845703,-0.04766929894685745,0.7760456204414368,0.36219993233680725,-0.04277864843606949,0.775714635848999,0.4299389123916626,-0.026026923209428787,0.821864128112793,0.3289474546909332,-0.017228858545422554,0.8128567337989807,0.29403167963027954,-0.04444315284490585,0.8086127638816833,0.3574581444263458,-0.036074161529541016,0.8058928847312927,0.40871167182922363,-0.020527763292193413
A,0.7849910259246826,0.518886387348175,-6.064008175599156e-07,0.7095546722412109,0.4714619815349579,-0.01944907382130623,0.6593873500823975,0.37322357296943665,-0.025747142732143402,0.6399091482162476,0.28730785846710205,-0.03404081612825394,0.6270744800567627,0.21798211336135864,-0.038551535457372665,0.690008819103241,0.3089272975921631,0.004992360714823008,0.6821469068527222,0.2523948550224304,-0.029832279309630394,0.6976715326309204,0.3210543394088745,-0.052376359701156616,0.7080237865447998,0.383860319852829,-0.06073823198676109,0.7367323040962219,0.30742502212524414,0.0015609663678333163,0.7286324501037598,0.2551349401473999,-0.0387871079146862,0.7379971742630005,0.3400510549545288,-0.053467147052288055,0.7435116767883301,0.4115046262741089,-0.05193665996193886,0.7812192440032959,0.3147119879722595,-0.007642703130841255,0.7751604914665222,0.27435195446014404,-0.04850186035037041,0.7766891121864319,0.36153292655944824,-0.04393777251243591,0.7750102877616882,0.43029871582984924,-0.027444761246442795,0.8226664066314697,0.32863345742225647,-0.01820293255150318,0.814600944519043,0.2944950759410858,-0.04612155258655548,0.8104009628295898,0.3581322431564331,-0.0379428006708622,0.8064038157463074,0.4100208878517151,-0.02243756502866745
A,0.7815794944763184,0.5213911533355713,-6.209344860508281e-07,0.7061849236488342,0.4741639196872711,-0.019244005903601646,0.6572431325912476,0.37493467330932617,-0.02524971403181553,0.6389230489730835,0.28965669870376587,-0.032994143664836884,0.6250495910644531,0.2217060625553131,-0.036907877773046494,0.6874436140060425,0.3118422329425812,0.0032416274771094322,0.6791278719902039,0.25540614128112793,-0.030628493055701256,0.6954392790794373,0.3257567584514618,-0.051694344729185104,0.7066373825073242,0.38759124279022217,-0.05912303179502487,0.7344976663589478,0.3103649616241455,6.973193376325071e-05,0.7258669137954712,0.25906872749328613,-0.03965151309967041,0.7359660863876343,0.34495803713798523,-0.05312775447964668,0.7425941228866577,0.4152568578720093,-0.05082008242607117,0.7788780331611633,0.31805863976478577,-0.008637715131044388,0.7718344330787659,0.2806321382522583,-0.04823963716626167,0.7738406658172607,0.3675929605960846,-0.04282316192984581,0.7730576992034912,0.43466657400131226,-0.02611479163169861,0.8199556469917297,0.33197125792503357,-0.018703151494264603,0.8107312917709351,0.2992996871471405,-0.04510490596294403,0.8067758679389954,0.3629959225654602,-0.03632023185491562,0.8037962913513184,0.4132091701030731,-0.020745951682329178
A,0.7833094000816345,0.5190053582191467,-6.184914695950283e-07,0.7074351906776428,0.47293856739997864,-0.019435513764619827,0.6575462818145752,0.374014675617218,-0.025443583726882935,0.6384831070899963,0.28756779432296753,-0.03340849652886391,0.6242532730102539,0.21827608346939087,-0.037560608237981796,0.6868791580200195,0.30912649631500244,0.005254487507045269,0.6784210205078125,0.2528284192085266,-0.029345495626330376,0.6947515606880188,0.3224830627441406,-0.051465027034282684,0.7057793736457825,0.385049045085907,-0.059430692344903946,0.7337825894355774,0.3070351183414459,0.0020938997622579336,0.7250823974609375,0.2561948001384735,-0.037688031792640686,0.7355474829673767,0.3415287733078003,-0.05172695964574814,0.7416738271713257,0.41221436858177185,-0.04974396899342537,0.7781167030334473,0.3137351870536804,-0.006936158984899521,0.7711578011512756,0.27607619762420654,-0.04728543385863304,0.773815393447876,0.36319708824157715,-0.042553745210170746,0.7729523181915283,0.43101340532302856,-0.026024872437119484,0.8196060061454773,0.32695963978767395,-0.017352737486362457,0.8107277750968933,0.29443222284317017,-0.044912587851285934,0.8071436882019043,0.3587001860141754,-0.03678043559193611,0.8037309646606445,0.4102534353733063,-0.021358078345656395
A,0.7785553336143494,0.5222136974334717,-6.391565534613619e-07,0.7034586668014526,0.4751979112625122,-0.018923327326774597,0.6534472703933716,0.3757241368293762,-0.024850614368915558,0.635037899017334,0.28973203897476196,-0.032797716557979584,0.6220578551292419,0.2205890715122223,-0.03698127716779709,0.6835972666740417,0.31223440170288086,0.004099490121006966,0.675818681716919,0.25546497106552124,-0.03052576072514057,0.6911241412162781,0.3275912404060364,-0.05185571312904358,0.7014801502227783,0.39120882749557495,-0.059252750128507614,0.7302511930465698,0.31023746728897095,0.00046361659769900143,0.7208995819091797,0.258380264043808,-0.039419565349817276,0.7308915257453918,0.344312846660614,-0.05288566276431084,0.7369269728660583,0.41517704725265503,-0.05045805871486664,0.7748801708221436,0.3170761466026306,-0.00890480075031519,0.7672650218009949,0.2811827063560486,-0.04944421350955963,0.7701170444488525,0.3688908517360687,-0.04432302713394165,0.7693307399749756,0.43599313497543335,-0.02745855040848255,0.8167688846588135,0.3305496871471405,-0.019526423886418343,0.806373119354248,0.29773879051208496,-0.04671534150838852,0.8033393621444702,0.36304157972335815,-0.03790225461125374,0.8004809021949768,0.4146338105201721,-0.022111985832452774
A,0.7794291377067566,0.5211367011070251,-6.213508072505647e-07,0.702875018119812,0.4751647710800171,-0.019453493878245354,0.6529949307441711,0.3753584623336792,-0.025345414876937866,0.6346969604492188,0.28840917348861694,-0.03317149728536606,0.6203340291976929,0.21884825825691223,-0.037129368633031845,0.6825484037399292,0.30954813957214355,0.005100603215396404,0.6738722920417786,0.2531939744949341,-0.02954091504216194,0.689919650554657,0.3226701319217682,-0.051674261689186096,0.7010313272476196,0.3852676451206207,-0.05965908244252205,0.7298039197921753,0.3079046905040741,0.0017744816141203046,0.7206364870071411,0.2573543190956116,-0.037799641489982605,0.7308487296104431,0.3430289328098297,-0.05160737782716751,0.7371786832809448,0.41388025879859924,-0.04952586442232132,0.7744529843330383,0.3149258494377136,-0.007488741539418697,0.7670310139656067,0.27666381001472473,-0.04770473763346672,0.7691985368728638,0.36417660117149353,-0.04276283457875252,0.7683643698692322,0.43253740668296814,-0.026170609518885612,0.8164317607879639,0.3286077380180359,-0.018184786662459373,0.8070525527000427,0.29598623514175415,-0.04594814404845238,0.8028932809829712,0.3602600693702698,-0.03788398578763008,0.7991967797279358,0.41216596961021423,-0.022471219301223755
A,0.7782169580459595,0.520804226398468,-6.311541937975562e-07,0.7023692727088928,0.47424107789993286,-0.019442332908511162,0.6520147323608398,0.3737844228744507,-0.025067411363124847,0.6331804394721985,0.28756317496299744,-0.0326087549328804,0.6196115016937256,0.2185671180486679,-0.03635263070464134,0.6827417016029358,0.3100474178791046,0.005311635322868824,0.6738377809524536,0.25247466564178467,-0.028754208236932755,0.6892886161804199,0.32273149490356445,-0.050289832055568695,0.700214147567749,0.3852453827857971,-0.05795754864811897,0.7294162511825562,0.30795255303382874,0.0021590152755379677,0.7200080156326294,0.25579965114593506,-0.037307217717170715,0.7299173474311829,0.3419109582901001,-0.0508899949491024,0.736618161201477,0.41278067231178284,-0.048525016754865646,0.7735574841499329,0.31512314081192017,-0.00685223238542676,0.7654170989990234,0.27692222595214844,-0.046881191432476044,0.7682194709777832,0.36412277817726135,-0.04175807908177376,0.7685312032699585,0.4315122961997986,-0.024983838200569153,0.8147292733192444,0.32886573672294617,-0.01725887320935726,0.8043978214263916,0.29542309045791626,-0.04446360841393471,0.8012009859085083,0.35979822278022766,-0.035944536328315735,0.7991641163825989,0.4110599756240845,-0.0203182864934206
A,0.7788544297218323,0.5198540687561035,-6.206665830177371e-07,0.7027465105056763,0.4734784662723541,-0.019283609464764595,0.6524760723114014,0.3734886348247528,-0.02484882064163685,0.6333954334259033,0.2874591052532196,-0.03231777995824814,0.6195226907730103,0.21862304210662842,-0.0360114611685276,0.682732880115509,0.30919933319091797,0.005635409150272608,0.6734552383422852,0.252616822719574,-0.02846061810851097,0.6891723871231079,0.32144472002983093,-0.05030903220176697,0.7002604603767395,0.3833256959915161,-0.058214738965034485,0.7292711734771729,0.3068631887435913,0.0025622029788792133,0.7198542356491089,0.2562868297100067,-0.03686915338039398,0.7299166321754456,0.3413349390029907,-0.05078865960240364,0.7366610169410706,0.41170114278793335,-0.048763349652290344,0.7733436822891235,0.31372755765914917,-0.006346567999571562,0.7653277516365051,0.27677977085113525,-0.046203434467315674,0.7679196000099182,0.36325591802597046,-0.04143707826733589,0.767932653427124,0.43053606152534485,-0.02502467855811119,0.8144594430923462,0.3271528482437134,-0.016668150201439857,0.8043717741966248,0.29592999815940857,-0.04384499788284302,0.8007650971412659,0.3599497079849243,-0.03573876619338989,0.7982423901557922,0.4108143150806427,-0.02042655274271965
A,0.7790551781654358,0.5204269886016846,-6.273842814152886e-07,0.7031688094139099,0.4741588234901428,-0.019406188279390335,0.6538090705871582,0.3740808963775635,-0.024989929050207138,0.635383129119873,0.2876795530319214,-0.03251348435878754,0.6208727955818176,0.21907541155815125,-0.03627452999353409,0.6835384368896484,0.3097972273826599,0.005346493795514107,0.6745619177818298,0.25281307101249695,-0.028997739776968956,0.6901606917381287,0.32236820459365845,-0.05075324699282646,0.7010713219642639,0.384476900100708,-0.05847938358783722,0.7301139831542969,0.3075113296508789,0.0022070014383643866,0.7204935550689697,0.25604066252708435,-0.03747277706861496,0.7304645776748657,0.34161868691444397,-0.051314305514097214,0.7372567653656006,0.411832332611084,-0.049115851521492004,0.7742267847061157,0.3143700659275055,-0.0067955427803099155,0.7663479447364807,0.2767581641674042,-0.047083351761102676,0.7688608765602112,0.3639788031578064,-0.04226382449269295,0.7689446806907654,0.4313179850578308,-0.02562769316136837,0.8154570460319519,0.3279261887073517,-0.017189493402838707,0.805240273475647,0.29565656185150146,-0.04462239518761635,0.801832914352417,0.3601702153682709,-0.03640764206647873,0.7995713353157043,0.411315381526947,-0.020928962156176567
A,0.7798188924789429,0.5198207497596741,-6.271247343647701e-07,0.7032620310783386,0.47418445348739624,-0.019308552145957947,0.6529842615127563,0.37397482991218567,-0.025021985173225403,0.6341773271560669,0.28736811876296997,-0.0326990969479084,0.6202122569084167,0.21805992722511292,-0.03661409020423889,0.68308424949646,0.3089952766895294,0.0056214588694274426,0.673974871635437,0.2523345947265625,-0.0288300309330225,0.6900510787963867,0.3218124806880951,-0.0509985126554966,0.7013186812400818,0.384228378534317,-0.05905270203948021,0.7300025820732117,0.30664491653442383,0.0023631646763533354,0.7205577492713928,0.25558534264564514,-0.03712024539709091,0.7308667302131653,0.34102964401245117,-0.051074374467134476,0.7373267412185669,0.4119208753108978,-0.049038901925086975,0.7744445204734802,0.3131609261035919,-0.006793067324906588,0.7664768099784851,0.27576613426208496,-0.04700838401913643,0.7693422436714172,0.3631996512413025,-0.04230257868766785,0.7690595388412476,0.4311939775943756,-0.02580929547548294,0.8161967396736145,0.3262205123901367,-0.017345180734992027,0.8060061931610107,0.29456061124801636,-0.044943444430828094,0.8024643659591675,0.3593060374259949,-0.036851249635219574,0.799522876739502,0.41098105907440186,-0.021450433880090714
